SampleID,vOTU_2,vOTU_13,vOTU_25,vOTU_28,vOTU_29,vOTU_32,vOTU_46,vOTU_60,vOTU_64,vOTU_65,vOTU_68,vOTU_72,vOTU_73,vOTU_84,vOTU_91,vOTU_96,vOTU_98,vOTU_115,vOTU_116,vOTU_121,vOTU_130,vOTU_138,vOTU_148,vOTU_181,vOTU_196,vOTU_198,vOTU_212,vOTU_280,vOTU_286,vOTU_292,vOTU_299,vOTU_304,vOTU_312,vOTU_343,vOTU_373,vOTU_380,vOTU_410,vOTU_442,vOTU_448,vOTU_471,vOTU_472,vOTU_481,vOTU_484,vOTU_486,vOTU_495,vOTU_497,vOTU_508,vOTU_521,vOTU_542,vOTU_551,vOTU_570,vOTU_575,vOTU_585,vOTU_619,vOTU_621,vOTU_636,vOTU_660,vOTU_667,vOTU_697,vOTU_790,vOTU_814,vOTU_817,vOTU_863,vOTU_865,vOTU_892,vOTU_1022,vOTU_1104,vOTU_1110,vOTU_1122,vOTU_1205,vOTU_1211,vOTU_1224,vOTU_1263,vOTU_1270,vOTU_1391,vOTU_1455,vOTU_1521,vOTU_1627,vOTU_1656,vOTU_1696,vOTU_1717,vOTU_1732,vOTU_1837,vOTU_1860,vOTU_1867,vOTU_1868,vOTU_1877,vOTU_1941,vOTU_1945,vOTU_1955,vOTU_2182,vOTU_2186,vOTU_2270,vOTU_2274,vOTU_2496,vOTU_2595,vOTU_2619,vOTU_2681,vOTU_2711,vOTU_2714,vOTU_2722,vOTU_2736,vOTU_2780,vOTU_2785,vOTU_2865,vOTU_2869,vOTU_2918,vOTU_2937,vOTU_2941,vOTU_2945,vOTU_2979,vOTU_2980,vOTU_2986,vOTU_2987,vOTU_2998,vOTU_3016,vOTU_3026,vOTU_3039,vOTU_3040,vOTU_3042,vOTU_3056,vOTU_3057,vOTU_3063,vOTU_3064,vOTU_3201,vOTU_3263,vOTU_3310,vOTU_3320,vOTU_3340,vOTU_3341,vOTU_3348,vOTU_3414,vOTU_3424,vOTU_3472,vOTU_3492,vOTU_3503,vOTU_3515,vOTU_3546,vOTU_3547,vOTU_3558,vOTU_3565,vOTU_3581,vOTU_3598,vOTU_3600,vOTU_3619,vOTU_3623,vOTU_3671,vOTU_3675,vOTU_3710,vOTU_3714,vOTU_3727,vOTU_3755,vOTU_3780,vOTU_3798,vOTU_3810,vOTU_3815,vOTU_3875,vOTU_3920,vOTU_3977,vOTU_3983,vOTU_4029,vOTU_4060,vOTU_4064,vOTU_4121,vOTU_4136,vOTU_4187,vOTU_4263,vOTU_4348,vOTU_4367,vOTU_4435,vOTU_4548,vOTU_4633,vOTU_4737,vOTU_4845,vOTU_4852,vOTU_4927,vOTU_4987,vOTU_5074,vOTU_5132,vOTU_5144,vOTU_5175,vOTU_5284,vOTU_5356,vOTU_5408,vOTU_5421,vOTU_5507,vOTU_5528,vOTU_5571,vOTU_5620,vOTU_5706,vOTU_5778,vOTU_5971,vOTU_6049,vOTU_6070,vOTU_6120,vOTU_6122,vOTU_6127,vOTU_6131,vOTU_6165,vOTU_6223,vOTU_6313,vOTU_6390,vOTU_6411,vOTU_6496,vOTU_6540,vOTU_6592,vOTU_6762,vOTU_6788,vOTU_6955,vOTU_7018,vOTU_7050,vOTU_7104,vOTU_7169,vOTU_7212,vOTU_7244,vOTU_7257,vOTU_7288,vOTU_7358,vOTU_7450,vOTU_7519,vOTU_7547,vOTU_7587,vOTU_7769,vOTU_8002,vOTU_8070,vOTU_8152,vOTU_8158,vOTU_8181,vOTU_8204,vOTU_8216,vOTU_8277,vOTU_8335,vOTU_8362,vOTU_8383,vOTU_8414,vOTU_8450,vOTU_8820,vOTU_8979,vOTU_8996,vOTU_9040,vOTU_9143,vOTU_9145,vOTU_9185,vOTU_9269,vOTU_9390,vOTU_9427,vOTU_9480,vOTU_9551,vOTU_9642,vOTU_9647,vOTU_9857,vOTU_9973,vOTU_10044,vOTU_10115,vOTU_10143,vOTU_10294,vOTU_10497,vOTU_10574,vOTU_10582,vOTU_10698,vOTU_10703,vOTU_10895,vOTU_10991,vOTU_10995,vOTU_11291,vOTU_11306,vOTU_11388,vOTU_11471,vOTU_11500,vOTU_11562,vOTU_11641,vOTU_11690,vOTU_11720,vOTU_11841,vOTU_11855,vOTU_12087,vOTU_12247,vOTU_12353,vOTU_12378,vOTU_12379,vOTU_12412,vOTU_12444,vOTU_12463,vOTU_12483,vOTU_12496,vOTU_12665,vOTU_12739,vOTU_12773,vOTU_12816,vOTU_12998,vOTU_13020,vOTU_13025,vOTU_13034,vOTU_13035,vOTU_13036,vOTU_13062,vOTU_13123,vOTU_13142,vOTU_13211,vOTU_13250,vOTU_13541,vOTU_13612,vOTU_13613,vOTU_13784,vOTU_13785,vOTU_13801,vOTU_13803,vOTU_13906,vOTU_14085,vOTU_14112,vOTU_14133,vOTU_14142,vOTU_14238,vOTU_14247,vOTU_14268,vOTU_14274,vOTU_14354,vOTU_14370,vOTU_14371,vOTU_14376,vOTU_14377,vOTU_14379,vOTU_14410
H15_MDA,0,0,0,0,0,0,0,0.020353003,0,0,0,0,0,0,0,0,0.005419097,0.023960686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163487166,0.163487166,0,0.163669792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383120841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234481112,0,0,0,0,0,0,0.278920994,0,0,0,0.285274918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.167721125,0.37099223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.73911187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S09_MDA,0,0,0,0,0.004887455,0.002626854,0,0,0,0,0.004489758,0,0,0,0.015249018,0,0.059573434,0.011972981,0,0,0,0,0,0,0,0,0,0.047464851,0,0,0,0,0,0,0,0,0,0.035710459,0,0,0,0,0,0,0,0.088449671,0,0,0,0,0.055452233,0,0,0,0,0,0,0,0,0.313132111,0,0,0,0,0,0,0,0,0,0,0.216456867,0.650945214,0,0,0,0,0,0,0,0.422146786,0,0,0,0,0,0,0,0,0,0,0.172313592,0,0,0,0,0.182629565,0,0,0,0,0.184802786,4.336232468,0,0,0,0,0,0,0,0,0,0,0,0.218092295,0.218238568,0,0,0,0,0,0,0,0,0,0,0,0,4.555208186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788808707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584306333,0,0,1.90817296,0,0,0,0,0,0,0,0,0,0.709846651,0,0,0,0,0,0,1.133563625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.320065093,0.947508678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.27953225,0,0,0,0,0,0.809168695,0,0,0,0,0,0,0,0,0,0,0,0,0,7.722951853,0,0,0,0,0,0,0,0
H16_MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035459433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270617933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359475668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.62622363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708223338,0,0
H19_MDA,0,0,0,0,0.002565043,0.005514522,0,0.01708022,0,0.004647832,0.018850585,0.004800071,0,0,0.010670691,0,0.005684626,0.006283682,0.012588982,0,0,0.014647793,0,0,0,0,0,0.039856947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119366542,0,0.082410917,0,0,0.05820509,0.029208734,0,0,0,0,0,0,0,0.518963936,0,0,0,0,0,0,0,0,0,0,0.185893033,0.124229194,0,0,0,0,0,0,0,0.46642498,0,0,0,0,0,0,0,0,0,0,0.180867883,0,0,0,0,0.547702799,0,0,0,0,0,3.635648805,0,0,0,0,0,0,0,0.113773306,0.11433189,0,0,0,0.114536373,0,0,0,0,0,0.115154236,0,0,0.115309745,0,0,0,2.689506989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5732087,0,0,0,0,0,0,0,0.164331921,0,0,0,0,0,0,0,0.170364857,0,0,0.702772562,0,0,0,0,0.944705755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591861297,0.259446927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276076785,0,0,0.333170604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.88341597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461135192,0,0,0,4.28478398,0,0,0,0,0,0,0,0
H09_MDA,0,0.005478143,0,0,0,0,0,0.015565999,0,0,0,0,0.005892551,0,0,0,0,0,0,0,0.025184861,0,0,0.009358632,0,0,0,0,0,0,0,0,0,0,0.028284243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03819709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127595036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13908315,0,0,0,0,0,0.139707401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386956849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469677502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288745909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3592493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263449811,0,0,0.404845156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.46335826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630664747,0,0,0,0,0,0,0,0,0,0,8.198705361
S13_MDA,0.001859033,0,0,0,0,0,0,0,0.005561088,0,0,0,0,0,0,0,0.006868984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012943472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132774339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066181351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653017253,0.656223319,1.070680152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186779012,0,0,0,0,0,0,0,0,0,0,0,0.115438903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370546901,0,0,0.382136022,0,0,0,0,0,0,0,0,0,0,0.135600253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357779268,0,0,0,0,0,1.507620955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827484446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559391888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328031134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.62308223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18_MDA,0,0,0,0,0.003270378,0,0,0.005444234,0,0,0.006008529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135279934,0,0,0,0,0,0.055860818,0,0,0,0,0,0,0,0.264667407,0,0,0.090734708,0,0,0,0,0,0,0,0.131672142,0.05279657,0,0,0,0,0,0,0,0.892023617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209492996,0,0,0,0,0,2.901534732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257280786,0,0,0,3.238563266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162406554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173769396,0,0,0,0,0,0,0,0.416935634,0,0,0,0,0,0,0,0,0,0,0,0.685105502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.645614277,0.275657985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.38317634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H13_MDA,0.000513036,0,0,0,0,0,0,0.828720931,0,0,0.127292177,0,0,0,0,0,0.125111623,0.069148064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011643013,0,0,0,0,0,0,0,0,0,0,0,0,0.027481257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085363999,0,0,0.085859747,0,0,0,0,0,0,0,0,0.086419534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676040389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.866790087,0,0.319884123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764657662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0892854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.835788961,0,0,0,0,0,0,0,0,0
H06_MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233427661,0.079873511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31027196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324132668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737125182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.31516902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H12_MDA,0,0,0,0,0,0,0,0.028842409,0.018651701,0,0.01273277,0,0,0,0,0,0.015358893,0,0,0,0,0,0,0,0,0,0,0,0.040917298,0,0,0,0,0,0,0,0,0,0.033933244,0,0,0,0,0,0,0,0,0.241215332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1921226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034227904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62017035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7618275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H14_MDA,0,0,0,0,0,0,0,0.012819567,0,0,0,0,0,0,0,0,0.017066394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.581332383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054932565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131215378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.29217657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.910457146,0,0,0,0,0,0,0,0,0
H05_MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142746504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8572535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S11_MDA,0,0,0,0,0,0,0,0.015579643,0.005597214,0,0,0,0,0.644645888,0,0,0.006913606,0.015284351,0,0.015528907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167046073,0,0,0,0,0,0,0,0,0,0,0,0.084154761,0,0,0,0,0,0,0,0,0,0,0,0.528803705,0,0,0,0,0,0,0,0.822531577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764773528,1.00811056,0,0,0,0,0,1.782430693,0,0.244702253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48636014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578485851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92117636,0,0,1.389257193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924453785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.53305722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061106695
H08_MDA,0,0,0,0,0.002749809,0.002955873,0,0.508117682,0,0,0.030312653,0,0,0,0.005719662,0,0.030470511,0.013472621,0,0,0,0,0,0,0,0,0,0.010681983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071091548,0.028930935,0,0,0,0.062397735,0.062625412,0,0,0,0,0,0,0,0.315262785,0,0,0,0,0,0,0,0,0,0,0.066427777,0.133177706,0,0,0,0,0,0,0,0.15000679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118725651,0,1.576864443,0,0,0,0,0,0,0,0,0.122567476,0.122567476,0,0.245408785,0.122786689,0,0,0,0,0,0,0,0,0,0,0,0,1.697907001,0,0,0,0,0,0,0,0,0.131582382,0,0,0,0,0,0,0,0,0.133177706,0,0,0,0,0,0,0,0.136555162,0,0,0,0,0,0,0,0,0,0,0,0.178458819,0,0,0,0,0,0,1.092422563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205733016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271535033,0,0,0,0,0,0,2.167750122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3546655,0,0,0.663315049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40743684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476757692,0,84.8032744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.476106714,0,0,0,0,0,0,0,0
H03_MDA,0,0,0,0,0,0,0,0.008614001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520746287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.47063971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
